OBJECTID,TRAIL_ID,TRAIL_NAME,TRAIL_CLSS,SURF_MAT,ENGINEERED,WIDTH,FENCED,WHEEL_ACC,CONDITION,INST_YEAR,INST_DATE,LIGHT,OWNER,MAINT,STATUS,COMMENTS,ADDDATE,MODDATE,SOURCE,SACC,FCODE,CODE,WALKING,HIKING,BIKING,ATV,SNOWMOBILE,SEASON,COLLECTED,UPDATED,TCT,RAIL,NATURE,ET_SOURCE,SECT_NAME,ASSOCN,DATASOURCE,OFFICIAL,NAME_APP,PLOW,GLOBALID,LEN,SHAPE_Length
106150,1424,GLEN SLAUENWHITE TRAIL,AT_GW,CRDS,N,1.5,N,,MARGINAL,2012,,N,HRM,HRM,ACTIVE,overgrown,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{0DF0838B-CBA5-464C-92A7-47CD99EAC9D9},126.007238985016,0.00106992678666265
106151,1426,GLEN SLAUENWHITE TRAIL,AT_GW,CRDS,N,1.5,N,,GOOD,2012,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{F7F1E231-7805-45D1-A9B1-31B59F29AFE8},126.871345276602,0.00106302278439915
106152,1428,GLEN SLAUENWHITE TRAIL,AT_GW,CRDS,N,2,N,,GOOD,2012,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{F25C6E5F-4AB6-467E-A0C2-D8442691C391},122.153434117793,0.000936320550081763
106153,1429,GLEN SLAUENWHITE TRAIL,AT_GW,CRDS,N,1.5,N,,GOOD,2012,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{EBBFE3CA-D324-4F63-9B27-1EFD2E177034},30.7056097763298,0.000211139260011077
106154,1432,GLEN SLAUENWHITE TRAIL,AT_GW,CRDS,N,2,N,,GOOD,2012,,N,HRM,HRM,ACTIVE,unfinished section,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{1B9065CC-C7FB-4264-8192-6FA74CFF32E4},9.98372109814815,6.54090150166032e-05
106155,1434,GLEN SLAUENWHITE TRAIL,PRIMARY,CRDS,N,1.5,N,,MARGINAL,2012,,N,HRM,HRM,ACTIVE,some washouts,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{4E10262E-E381-4925-BE9F-61E19E81A5AB},85.139838953214,0.000732840517094021
106156,1348,UNKNOWN NAME,SECONDARY,CRDS,N,2,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,overgrown w/weeds - varying width,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{5F5C04A0-B482-4F00-A80E-D281F2803067},67.4621153526786,0.000481613114933638
106157,1359,UNKNOWN NAME,SECONDARY,GRAV, ,1.6,N,,MARGINAL,0,,N,HRM,HRM,ACTIVE,peastone- areas of weed overgrowth,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{C964AEE5-CCD1-4F1D-A006-1E6626441E40},50.7469443401552,0.000399003851340136
106158,2572,UNKNOWN NAME, ,CRDS,N,0.9,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,{3B3E3F76-D5EC-4F93-B75A-DA6D75D16E46},69.8816076713059,0.000525702529303771
106159,1437,GLEN SLAUENWHITE TRAIL,PRIMARY,GRAV,N,2,N,,MARGINAL,2012,,N,HRM,HRM,ACTIVE, ,,2014/02/21 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{F5F80769-E500-410E-8C20-BF5E4C78C335},69.3404030391917,0.000582826920989093
106160,3148,ST MARGARETS BAY RAILS TO TRAILS,AT_GW,,,3.5,,,,,,,,,, ,,,,,RRRDTR,HRT,Y,Y,Y, , ,ALL,2007/01/09 00:00:00+00,2007/01/09 00:00:00+00,Y,Y,Y,HRM,,St Margarets Bay Area Rails to Trails Association,TRAILS_APR11,,,,{BA95C0D9-2B87-4EAB-AFD6-4BE0DAFFF4C5},3740.97288455473,0.0258320836845115
106161,3147,POINT PLEASANT PARK,,,,0,,,,,,,,,, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/23 00:00:00+00,2007/01/23 00:00:00+00,N,N,Y,HRM,, ,TRAILS_APR11,,,,{C4F5577E-C139-4E07-84F8-C447A8C7B133},684.211777465535,0.00566182954682378
106162,3149,HALIFAX URBAN AT GREENWAY,AT_GW,ASPH,,4,,,,2010,,,HRM,HRM,, ,,2013/04/10 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2010/01/14 00:00:00+00,1900/01/01 00:00:00+00,Y,N,Y,HRM,,Halifax Urban Greenway Association,TRAILS_APR11,,,,{20756585-F8D0-4270-82E5-D0973003A158},684.345780012472,0.00557414448326282
106163,3152,HALIFAX URBAN AT GREENWAY,AT_GW,ASPH,,4,,,,2010,,,HRM,HRM,, ,,2013/04/10 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2010/01/14 00:00:00+00,1900/01/01 00:00:00+00,Y,N,Y,HRM,,Halifax Urban Greenway Association,TRAILS_APR11,,,,{59A1D1B6-F46C-4806-AA1C-B85F623902F7},462.631239121671,0.0038748787097149
106164,3153,HALIFAX URBAN AT GREENWAY,AT_GW,ASPH,,4,,,,2010,,,HRM,HRM,, ,,2013/04/10 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2010/01/14 00:00:00+00,1900/01/01 00:00:00+00,Y,N,Y,HRM,,Halifax Urban Greenway Association,TRAILS_APR11,,,,{0D666DC7-8EC1-4848-9660-1476E80B5541},144.435432245479,0.00120898554866954
106165,3263,SHUBIE CANAL GREENWAY,AT_GW,CRDS, ,3,N,,GOOD,0,,N,HRM,HRM,ACTIVE,areas of minor washouts,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,Y,N,Y,HRM GPS,,HRM,TPW_TRAILS,,,,{4860FC1D-9532-4F5A-BFD6-ED819D348D0E},824.847563149049,0.00559421643418905
106166,3260,SHUBIE CANAL GREENWAY,AT_GW,CRDS, ,2,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,N,N,Y,,,,TPW_TRAILS,,,,{D7025BDF-1183-4943-8CB6-115E8FCADFDF},17.01978362297,0.000151008476767027
106167,3261,SHUBIE CANAL GREENWAY,AT_GW,CRDS, ,2.5,N,,GOOD,0,,N,HRM,HRM,ACTIVE, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,Y,N,Y,HRM GPS,,HRM,TPW_TRAILS,,,,{8E9EA6E5-C6C1-436B-AA4A-0E21AAAD33D6},653.680543336167,0.00454352371176245
106168,3675,COLE HARBOUR HERITAGE PARK TRAILS,AT_GW,,,3,,,,,,,PROV,PART,,Main corridor is TCT,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2002/06/10 00:00:00+00,2009/06/10 00:00:00+00,Y,N,Y,HRM,,Cole Harbour Parks & Trails Association,TRAILS_APR11,,,,{EF3DE2A5-BDA0-4F2B-8C94-B9E71D404B82},69.4511483608234,0.000595236766128367
106169,3678,CROWBAR LAKE HIKING TRAIL,,NATU,,0.5,,,,,,,,,,,,,,,RRRDTR,HRT, ,Y, , , , ,1900/01/01 00:00:00+00,1900/01/01 00:00:00+00, ,N,Y,DNR,, ,TRAILS_APR11,,,,{79782E98-1F70-4971-86AA-5D5BE2611DAA},6099.46230309853,0.0473668841714444
106170,3668,SHUBIE CANAL GREENWAY,AT_GW,,,0,,,,,,,,,, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/10 00:00:00+00,2007/01/10 00:00:00+00,N,N,Y,HRM GPS,,HRM,TRAILS_APR11,,,,{784D7A5F-8398-4134-A337-A012CF4E06A9},16.1282506444703,0.000142376388656583
106171,3541,POINT PLEASANT PARK,,,,0,,,,,,,,,,Fort Rd,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/23 00:00:00+00,2007/01/23 00:00:00+00,N,N,Y,HRM,, ,TRAILS_APR11,,,,{019DC55C-7B01-4427-874D-65BCDA15F6FE},90.3845125544784,0.000609346310126286
106172,3538,POINT PLEASANT PARK,,,,0,,,,,,,,,,Ogilvie Rd,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/23 00:00:00+00,2007/01/23 00:00:00+00,N,N,Y,HRM,, ,TRAILS_APR11,,,,{1C843838-A8AD-4687-93A5-458F70FB8660},164.974416282124,0.00134884643378252
106173,3539,POINT PLEASANT PARK,,,,0,,,,,,,,,,Fort Rd,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/23 00:00:00+00,2007/01/23 00:00:00+00,N,N,Y,HRM,, ,TRAILS_APR11,,,,{2A34D30E-13AA-477C-A0BC-B7743122C5EC},23.222461147059,0.000198790983361445
106174,3540,POINT PLEASANT PARK,,,,0,,,,,,,,,,Fort Rd,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/23 00:00:00+00,2007/01/23 00:00:00+00,N,N,Y,HRM,, ,TRAILS_APR11,,,,{592DDD28-8950-4326-BB14-B5079F8672A7},70.1310971348951,0.000550686788010051
106175,3542,POINT PLEASANT PARK,,,,0,,,,,,,,,,Sailor's Memorial Way (Shore Rd),,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/23 00:00:00+00,2007/01/23 00:00:00+00,N,N,Y,HRM,, ,TRAILS_APR11,,,,{4B99562D-0B18-44F2-AA6B-40AECA10EE39},242.60233583559,0.00172947439237867
106176,3543,POINT PLEASANT PARK,,,,0,,,,,,,,,,Sailor's Memorial Way (Shore Rd),,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/23 00:00:00+00,2007/01/23 00:00:00+00,N,N,Y,HRM,, ,TRAILS_APR11,,,,{001BEEF6-DCCF-4242-9060-457E0A0763FE},289.983011108856,0.00195077958559618
106177,3544,SHUBIE CANAL GREENWAY,AT_GW,,,0,,,,,,,,,, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/10 00:00:00+00,2009/06/11 00:00:00+00,Y,N,Y,HRM GPS,,HRM,TRAILS_APR11,,,,{EE9D3E41-829C-4296-A809-C26AE8F23098},397.189183895063,0.0029977036997751
106178,3545,SHUBIE CANAL GREENWAY,AT_GW,GRAV,,1.5,N,,GOOD,2009,,N,HRM,,ACTIVE, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/10 00:00:00+00,2009/06/11 00:00:00+00,Y,N,Y,HRM GPS,,HRM,TRAILS_APR11,,,,{6C2564AC-416C-4427-8CE1-F65C0C6D9E37},166.673405177158,0.00112507029178786
106179,3546,POINT PLEASANT PARK,,,,0,,,,,,,,,, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/23 00:00:00+00,2007/01/23 00:00:00+00,N,N,Y,HRM,, ,TRAILS_APR11,,,,{CF44D452-06B7-48C2-93E2-ED48ED7954E2},113.557707464928,0.000996417402684591
106180,3547,ABANDONED CN RAILWAY LINE,,,,0,,,,,,,,,, ,,,,,RRRDTR,EXNS, , , , , , ,2007/01/12 00:00:00+00,2007/01/12 00:00:00+00,Y, , ,HRM,, ,TRAILS_APR11,,,,{42C8B6A6-B423-44AE-8584-15523445B569},34620.7162789035,0.263473934979318
106181,3548,POINT PLEASANT PARK,,,,0,,,,,,,,,,Arm Rd,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/23 00:00:00+00,2007/01/23 00:00:00+00,N,N,Y,HRM,, ,TRAILS_APR11,,,,{075F90F2-C98D-46E7-929B-35CECECD78E8},92.0637347872748,0.000613901555001957
106182,3604,UNKNOWN NAME,,,,0,,,,,,,,,, ,,,,,RRRDTR,EXNS,Y,Y,Y,N,N,ALL,1900/01/01 00:00:00+00,1900/01/01 00:00:00+00,Y,N,Y,HRM,, ,TRAILS_APR11,,,,{504B1876-09B9-4523-AEB6-F61E36D598D3},6588.34061831848,0.0506421454742519
106183,3605,OAKFIELD PROVINCIAL PARK TRAIL,,,,0,,,,,,,,,, ,,,,,RRRDTR,EXNS,Y,Y,Y,N,N,ALL,1995/07/11 00:00:00+00,2001/08/08 00:00:00+00,N,N,Y,Trails NS,,Department of Natural Resources,TRAILS_APR11,,,,{A56AB7F2-425A-4362-BCF7-1EF4B849C026},129.484494597204,0.000864477230121757
106184,3608,HAMMONDS PLAINS TRAIL,,,,0,,,,,,,PRIV,UN,, ,,,,,RRRDTR,EXNS,N,Y,Y,Y,N,ALL,1995/06/22 00:00:00+00,1900/01/01 00:00:00+00,N,N,Y,Trails NS,,Department of Natural Resources,TRAILS_APR11,,,,{6B2C67C2-4376-4EA3-B44C-B6726AD93F85},943.948382418286,0.00689017466130311
106185,3609,HAMMONDS PLAINS TRAIL,,,,0,,,,,,,PRIV,UN,, ,,,,,RRRDTR,EXNS,N,Y,Y,Y,N,ALL,1995/06/22 00:00:00+00,1900/01/01 00:00:00+00,N,N,Y,Trails NS,,Department of Natural Resources,TRAILS_APR11,,,,{A4EF8524-91E3-43E0-9DD6-AD4877D676AB},768.315656518649,0.00572691972939133
106186,3610,DOLLAR LAKE PROVINCIAL PARK TRAIL,,,,0,,,,,,,,,, ,,,,,RRRDTR,EXNS,Y,Y,Y,N,N,ALL,1995/07/11 00:00:00+00,2001/08/08 00:00:00+00,N,N,N,Trails NS,,Department of Natural Resources,TRAILS_APR11,,,,{C9DEF0D6-A60C-4F2E-BF80-B1570D6D13EC},1824.30656748196,0.0137735296753699
106187,3611,OAKFIELD PROVINCIAL PARK TRAIL,,,,0,,,,,,,,,, ,,,,,RRRDTR,EXNS,Y,Y,Y,N,N,ALL,1995/07/11 00:00:00+00,2001/08/08 00:00:00+00,N,N,Y,Trails NS,,Department of Natural Resources,TRAILS_APR11,,,,{90E6C598-7C3A-482E-BFEA-6127962E6B81},818.123306261716,0.00555214226355196
106188,3612,OAKFIELD PROVINCIAL PARK TRAIL,,,,0,,,,,,,,,, ,,,,,RRRDTR,EXNS,Y,Y,Y,N,N,ALL,1995/07/11 00:00:00+00,2001/08/08 00:00:00+00,N,N,Y,Trails NS,,Department of Natural Resources,TRAILS_APR11,,,,{414563CE-CB5B-4546-B6AF-04772632C548},1556.0044087407,0.0106708680376081
106189,3613,OAKFIELD PROVINCIAL PARK TRAIL,,,,0,,,,,,,,,, ,,,,,RRRDTR,EXNS,Y,Y,Y,N,N,ALL,1995/07/11 00:00:00+00,2001/08/08 00:00:00+00,N,N,Y,Trails NS,,Department of Natural Resources,TRAILS_APR11,,,,{BD407DFC-4DD2-4A44-A478-2A98F8862D10},353.775891223833,0.00242892675279732
106190,3688,ADMIRAL LAKE LOOP,,,,0,,,,,,,,,, ,,,,,RRRDTR,HRT, ,Y,N, , , ,1900/01/01 00:00:00+00,1900/01/01 00:00:00+00, , , ,DNR,, ,TRAILS_APR11,,,,{A7D8F9C2-486B-40DB-8C95-31829579E79F},176.757483571483,0.00143650875564794
106191,3592,POINT PLEASANT PARK,,,,0,,,,,,,,,, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/23 00:00:00+00,2007/01/23 00:00:00+00,N,N,Y,HRM,, ,TRAILS_APR11,,,,{9D551C17-750F-4147-87CF-BFEB04256BF5},27.8514690761382,0.000214809094742887
106192,3593,POINT PLEASANT PARK,,,,0,,,,,,,,,, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/23 00:00:00+00,2007/01/23 00:00:00+00,N,N,Y,HRM,, ,TRAILS_APR11,,,,{EBDC39F6-B3AE-4F8F-B5A3-8297EEAA513E},13.6823626371632,9.60597775790361e-05
106193,3594,POINT PLEASANT PARK,,,,0,,,,,,,,,, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/23 00:00:00+00,2007/01/23 00:00:00+00,N,N,Y,HRM,, ,TRAILS_APR11,,,,{BA50F5FE-D859-4DA7-A902-F527CA85E6B3},118.067402669637,0.000841882286994849
106194,3596,MAINLAND COMMON TRAILS,,,,0,,,,,,,,,,Doug Branscombe,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,1900/01/01 00:00:00+00,1900/01/01 00:00:00+00,N,N,N,Trails NS,,Northwest Trails Assocation,TRAILS_APR11,,,,{EED4C390-CFBB-4867-92C8-76269F964B50},412.576638871229,0.00360458191753878
106195,3597,ST MARGARETS BAY RAILS TO TRAILS,AT_GW,,,3.5,,,,,,,,,, ,,,,,RRRDTR,HRT,Y,Y,Y, , ,ALL,2007/01/09 00:00:00+00,2007/01/09 00:00:00+00,Y,Y,Y,HRM,,St Margarets Bay Area Rails to Trails Association,TRAILS_APR11,,,,{56850328-3966-459C-A68E-280F5BB5C889},27958.0547248146,0.217294933260231
106196,3654,OAKFIELD PROVINCIAL PARK TRAIL,,,,0,,,,,,,,,, ,,,,,RRRDTR,EXNS,Y,Y,Y,N,N,ALL,1995/07/11 00:00:00+00,2001/08/08 00:00:00+00,N,N,Y,Trails NS,,Department of Natural Resources,TRAILS_APR11,,,,{4D8FE9CF-07DF-4E3B-9CEF-038664052BE7},796.803285426193,0.00512191720476767
106197,3651,POINT PLEASANT PARK,,,,0,,,,,,,,,,Cambridge Dr,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/23 00:00:00+00,2007/01/23 00:00:00+00,N,N,Y,HRM,, ,TRAILS_APR11,,,,{3F688EC4-AEA6-4348-9CDE-D7DED6E21055},6.3515082004488,5.03226180246815e-05
106198,3652,OAKFIELD PROVINCIAL PARK TRAIL,,,,0,,,,,,,,,, ,,,,,RRRDTR,EXNS,Y,Y,Y,N,N,ALL,1995/07/11 00:00:00+00,2001/08/08 00:00:00+00,N,N,Y,Trails NS,,Department of Natural Resources,TRAILS_APR11,,,,{96F6E1AE-E670-4B6C-9E1B-628A8CAAEDF9},263.606095324943,0.00232563081953022
106199,3653,OAKFIELD PROVINCIAL PARK TRAIL,,,,0,,,,,,,,,, ,,,,,RRRDTR,EXNS,Y,Y,Y,N,N,ALL,1995/07/11 00:00:00+00,2001/08/08 00:00:00+00,N,N,Y,Trails NS,,Department of Natural Resources,TRAILS_APR11,,,,{57E0DA3F-18F8-44EC-A705-D57EF6BA98AF},95.79303985442,0.000618706588703088
106200,3655,OAKFIELD PROVINCIAL PARK TRAIL,,,,0,,,,,,,,,, ,,,,,RRRDTR,EXNS,Y,Y,Y,N,N,ALL,1995/07/11 00:00:00+00,2001/08/08 00:00:00+00,N,N,Y,Trails NS,,Department of Natural Resources,TRAILS_APR11,,,,{6A3992E0-3B89-4B08-BA3D-0C9D562E3429},183.044920924065,0.00119050975129133
106201,3656,OAKFIELD PROVINCIAL PARK TRAIL,,,,0,,,,,,,,,, ,,,,,RRRDTR,EXNS,Y,Y,Y,N,N,ALL,1995/07/11 00:00:00+00,2001/08/08 00:00:00+00,N,N,Y,Trails NS,,Department of Natural Resources,TRAILS_APR11,,,,{0BFE16D1-141B-4E69-AB3C-27CDC070CF5D},79.8744529295955,0.000603081417291641
106202,3657,OAKFIELD PROVINCIAL PARK TRAIL,,,,0,,,,,,,,,, ,,,,,RRRDTR,EXNS,Y,Y,Y,N,N,ALL,1995/07/11 00:00:00+00,2001/08/08 00:00:00+00,N,N,Y,Trails NS,,Department of Natural Resources,TRAILS_APR11,,,,{051E066F-1322-4C72-996A-7014CFAEEE5B},281.620752500008,0.00247492466127598
106203,3658,OAKFIELD PROVINCIAL PARK TRAIL,,,,0,,,,,,,,,, ,,,,,RRRDTR,EXNS,Y,Y,Y,N,N,ALL,1995/07/11 00:00:00+00,2001/08/08 00:00:00+00,N,N,Y,Trails NS,,Department of Natural Resources,TRAILS_APR11,,,,{E809FED4-E8F7-454A-BD68-8ABE94334528},86.9460974498822,0.000689729815547075
106204,3661,MAINLAND NORTH LINEAR PARKWAY,,,,0,,,,,,,,,,Doug Branscombe,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,1995/03/21 00:00:00+00,2007/01/10 00:00:00+00,N,N,N,Trails NS,,HRM,TRAILS_APR11,,,,{782E4DAF-2E79-4014-874D-276F6C2A18A8},757.405995824386,0.00555545658702397
106205,3662,MAINLAND NORTH LINEAR PARKWAY,,,,0,,,,,,,,,,Doug Branscombe,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,1995/03/21 00:00:00+00,2007/01/10 00:00:00+00,N,N,N,Trails NS,,HRM,TRAILS_APR11,,,,{47867185-7C41-4A0E-A5BB-A22F19F6031B},1322.28887213703,0.00978097123890425
106206,3664,MCCURDY WOODLOT INTERPRETIVE TRAILS,,,,0,,,,,,,,,, ,,,,,RRRDTR,EXNS,Y,Y,N,N,N,ALL,1995/07/11 00:00:00+00,2001/08/08 00:00:00+00,N,N,N,Trails NS,,Forest Nursery & Education Complex,TRAILS_APR11,,,,{F24930B6-C7CD-4583-9760-84CC09F4E0E9},234.764059679583,0.00178182330301028
106207,3665,MCCURDY WOODLOT INTERPRETIVE TRAILS,,,,0,,,,,,,,,, ,,,,,RRRDTR,EXNS,Y,Y,N,N,N,ALL,1995/07/11 00:00:00+00,2001/08/08 00:00:00+00,N,N,N,Trails NS,,Forest Nursery & Education Complex,TRAILS_APR11,,,,{A9FB719B-DE17-45D0-A4FB-C0BFB873A4A2},289.309569823944,0.00210765058063319
106208,3666,MCCURDY WOODLOT INTERPRETIVE TRAILS,,,,0,,,,,,,,,, ,,,,,RRRDTR,EXNS,Y,Y,N,N,N,ALL,1995/07/11 00:00:00+00,2001/08/08 00:00:00+00,N,N,N,Trails NS,,Forest Nursery & Education Complex,TRAILS_APR11,,,,{F87CA6B2-2772-4DEF-82E2-50B5FA5EEADA},33.8130183147248,0.000221921204661167
106209,3667,SHUBIE CANAL GREENWAY,AT_GW - S,,,3,,,,,,,,,, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/10 00:00:00+00,2007/01/10 00:00:00+00,N,N,Y,HRM GPS,,HRM,TRAILS_APR11,,,,{43DC9514-0A7B-4F88-A741-681921B6C0CC},85.4031592160344,0.000723486861706928
106210,1435,GLEN SLAUENWHITE TRAIL,PRIMARY,CRDS,N,1.5,N,,GOOD,2012,,N,HRM,HRM,ACTIVE, ,,2014/02/21 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,,,,N,Y,,,,TPW_TRAILS,C,2013/07/23 00:00:00+00,,{F0D88A67-7D84-4B83-A9A0-9C0EC80EE0D9},91.0078360727525,0.000723187176660291
106211,3528,HAMMONDS PLAINS TRAIL,,,,0,,,,,,,PRIV,UN,, ,,,,,RRRDTR,EXNS,N,Y,Y,Y,N,ALL,1995/06/22 00:00:00+00,1900/01/01 00:00:00+00,N,N,Y,Trails NS,,Department of Natural Resources,TRAILS_APR11,,,,{09073C4D-B545-499C-A317-E92C58C5E26F},1878.91266962613,0.0151413008902544
106212,3529,HAMMONDS PLAINS TRAIL,,,,0,,,,,,,PRIV,UN,, ,,,,,RRRDTR,EXNS,N,Y,Y,Y,N,ALL,1995/06/22 00:00:00+00,1900/01/01 00:00:00+00,N,N,Y,Trails NS,,Department of Natural Resources,TRAILS_APR11,,,,{2F4C7779-CED4-42E2-9288-B0025751F344},1791.19396923605,0.0142152396853214
106213,3530,HAMMONDS PLAINS TRAIL,,,,0,,,,,,,PRIV,UN,, ,,,,,RRRDTR,EXNS,N,Y,Y,Y,N,ALL,1995/06/22 00:00:00+00,1900/01/01 00:00:00+00,N,N,Y,Trails NS,,Department of Natural Resources,TRAILS_APR11,,,,{9F8819D9-D227-479C-8865-76806D8D4444},449.285815003261,0.0034733861289129
106214,3531,HAMMONDS PLAINS TRAIL,,,,0,,,,,,,PRIV,UN,, ,,,,,RRRDTR,EXNS,N,Y,Y,Y,N,ALL,1995/06/22 00:00:00+00,1900/01/01 00:00:00+00,N,N,Y,Trails NS,,Department of Natural Resources,TRAILS_APR11,,,,{B0964DD7-1D54-49FE-BC7A-4451906B8224},370.618536200316,0.00286971405756193
106215,3532,MCCURDY WOODLOT INTERPRETIVE TRAILS,,,,0,,,,,,,,,, ,,,,,RRRDTR,EXNS,Y,Y,N,N,N,ALL,1995/07/11 00:00:00+00,2001/08/08 00:00:00+00,N,N,N,Trails NS,,Forest Nursery & Education Complex,TRAILS_APR11,,,,{6E1E7938-F63E-4823-991A-C0F0256E7AFB},206.285279870464,0.00163543658254943
106216,3533,MCCURDY WOODLOT INTERPRETIVE TRAILS,,,,0,,,,,,,,,, ,,,,,RRRDTR,EXNS,Y,Y,N,N,N,ALL,1995/07/11 00:00:00+00,2001/08/08 00:00:00+00,N,N,N,Trails NS,,Forest Nursery & Education Complex,TRAILS_APR11,,,,{D02C1482-2D35-4AE1-8934-D009213394D7},322.839660761858,0.00272871054675253
106217,3534,MCCURDY WOODLOT INTERPRETIVE TRAILS,,,,0,,,,,,,,,, ,,,,,RRRDTR,EXNS,Y,Y,N,N,N,ALL,1995/07/11 00:00:00+00,2001/08/08 00:00:00+00,N,N,N,Trails NS,,Forest Nursery & Education Complex,TRAILS_APR11,,,,{140425BC-B8BD-42D1-80BA-DC44049BC176},495.794787824034,0.00365028682651888
106218,3535,POINT PLEASANT PARK,,,,0,,,,,,,,,, ,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/23 00:00:00+00,2007/01/23 00:00:00+00,N,N,Y,HRM,, ,TRAILS_APR11,,,,{258CA6D5-CCE2-4C5C-842F-3351B29A270C},43.3877427114886,0.00029069416125938
106219,883,PORTLAND LAKES AT GREENWAY,AT_GW,CRDS,N,3,N,,GOOD,2010,,N,HRM,HRM,ACTIVE,Bellbrook Cres - Havenbrook Hill,,2016/02/05 00:00:00+00,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/09 00:00:00+00,2007/01/09 00:00:00+00,N,Y,Y,Dr Hugh Millward,,Portland Estates & Hills Residents Association,TPW_TRAILS,,,Y,{6C6F31DB-3CD0-4397-8A5A-6A50E1C52130},435.59015060252,0.00313630350173474
106220,3567,POINT PLEASANT PARK,,,,0,,,,,,,,,,Cambridge Dr,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/23 00:00:00+00,2007/01/23 00:00:00+00,N,N,Y,HRM,, ,TRAILS_APR11,,,,{352C14BA-078C-4915-8362-9FA95A01C404},61.6965113136232,0.000431465739251214
106221,3568,POINT PLEASANT PARK,,,,0,,,,,,,,,,Heather Rd,,,,,RRRDTR,HRT,Y,Y,Y,N,N,ALL,2007/01/23 00:00:00+00,2007/01/23 00:00:00+00,N,N,Y,HRM,, ,TRAILS_APR11,,,,{84AA8462-A638-41E7-834C-81F9C84D0369},157.609000372046,0.00137934014988024
